EmployeeNumber,Age,Gender,MaritalStatus,BusinessTravel,Education,EducationField,Department,JobRole,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,DistanceFromHome,TrainingTimesLastYear
1391,51,Male,Married,Travel_Frequently,3,Marketing,Sales,Sales Executive,14,4,2,3,2,2,2,5
1392,41,Female,Divorced,Travel_Frequently,3,Life Sciences,Research & Development,Research Scientist,12,6,2,3,3,3,22,4
1394,37,Male,Married,Travel_Rarely,1,Life Sciences,Research & Development,Research Scientist,8,6,4,1,3,7,4,2
1395,33,Male,Married,Travel_Frequently,1,Life Sciences,Sales,Sales Executive,8,5,4,1,2,6,5,2
1396,32,Male,Married,Travel_Rarely,1,Marketing,Sales,Sales Executive,4,3,2,1,2,0,2,3
1397,39,Male,Married,Non-Travel,2,Life Sciences,Research & Development,Healthcare Representative,13,6,4,0,5,3,25,2
1399,25,Male,Married,Travel_Rarely,1,Life Sciences,Sales,Sales Executive,6,3,2,1,2,2,18,3
1401,52,Female,Married,Travel_Frequently,2,Medical,Research & Development,Manufacturing Director,24,5,3,0,2,2,28,3
1402,43,Female,Single,Travel_Rarely,3,Medical,Research & Development,Research Scientist,20,20,7,1,8,1,6,3
1403,27,Female,Married,Travel_Rarely,3,Marketing,Sales,Sales Executive,6,6,2,4,4,1,10,3
1405,27,Female,Single,Travel_Rarely,4,Life Sciences,Research & Development,Research Scientist,8,8,2,7,7,1,17,2
1407,26,Male,Single,Travel_Rarely,1,Medical,Research & Development,Research Scientist,5,4,3,1,1,0,2,2
1408,42,Female,Married,Travel_Rarely,3,Human Resources,Human Resources,Manager,21,20,7,0,9,0,10,5
1409,52,Female,Married,Travel_Rarely,4,Other,Research & Development,Laboratory Technician,12,5,4,0,4,9,8,2
1411,37,Female,Single,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,8,3,2,0,2,4,11,6
1412,35,Male,Single,Travel_Frequently,2,Life Sciences,Research & Development,Manufacturing Director,10,2,2,2,2,2,18,2
1415,25,Male,Married,Travel_Rarely,3,Technical Degree,Research & Development,Laboratory Technician,7,3,2,0,2,4,1,2
1417,26,Male,Single,Travel_Rarely,3,Other,Research & Development,Laboratory Technician,8,7,7,0,7,0,7,2
1419,29,Male,Single,Travel_Rarely,3,Other,Human Resources,Human Resources,10,10,9,0,9,1,17,3
1420,49,Male,Single,Travel_Frequently,2,Life Sciences,Research & Development,Laboratory Technician,20,4,3,1,3,3,28,2
1421,29,Female,Single,Travel_Frequently,1,Other,Research & Development,Healthcare Representative,9,8,7,7,7,0,14,1
1422,54,Female,Single,Travel_Rarely,3,Medical,Research & Development,Research Director,29,20,7,12,7,6,1,3
1423,58,Female,Married,Travel_Rarely,3,Medical,Research & Development,Research Director,32,9,8,1,5,3,1,3
1424,55,Male,Divorced,Travel_Rarely,4,Medical,Research & Development,Research Director,31,7,7,0,0,2,1,4
1425,36,Female,Single,Travel_Rarely,4,Marketing,Sales,Sales Executive,15,5,4,0,1,3,3,3
1427,31,Female,Single,Travel_Frequently,4,Life Sciences,Sales,Sales Representative,1,1,0,0,0,1,1,3
1428,30,Female,Divorced,Travel_Rarely,4,Marketing,Sales,Sales Executive,8,3,2,0,2,7,7,3
1430,31,Female,Single,Travel_Rarely,5,Life Sciences,Research & Development,Research Director,9,3,2,1,0,3,8,3
1431,34,Male,Divorced,Travel_Frequently,4,Other,Research & Development,Research Scientist,10,4,3,1,3,5,1,2
1433,31,Female,Single,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,1,1,0,0,0,1,8,3
1434,27,Male,Married,Travel_Rarely,1,Life Sciences,Research & Development,Laboratory Technician,6,5,0,1,4,0,11,3
1435,36,Male,Single,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,10,10,4,1,8,1,4,2
1436,36,Female,Married,Travel_Rarely,4,Marketing,Sales,Sales Executive,11,3,2,0,2,4,16,3
1438,47,Male,Married,Travel_Rarely,3,Technical Degree,Research & Development,Research Scientist,17,6,5,1,2,7,1,2
1439,25,Male,Married,Travel_Rarely,2,Life Sciences,Sales,Sales Representative,6,3,2,2,2,3,9,2
1440,37,Male,Single,Non-Travel,2,Technical Degree,Research & Development,Laboratory Technician,7,6,5,1,3,0,5,2
1441,56,Female,Married,Travel_Rarely,2,Life Sciences,Research & Development,Research Scientist,5,3,2,1,0,2,1,3
1443,47,Female,Married,Travel_Rarely,4,Medical,Research & Development,Research Director,26,20,17,5,6,3,2,2
1445,24,Female,Married,Travel_Rarely,1,Medical,Sales,Sales Executive,5,5,4,0,3,1,4,3
1446,32,Male,Married,Travel_Rarely,5,Marketing,Sales,Sales Executive,7,4,3,0,3,4,7,3
1447,34,Female,Married,Travel_Rarely,3,Life Sciences,Research & Development,Laboratory Technician,7,5,4,0,2,5,1,2
1448,41,Male,Married,Travel_Rarely,5,Medical,Research & Development,Research Scientist,7,4,2,0,3,2,5,5
1449,40,Male,Divorced,Non-Travel,4,Other,Research & Development,Laboratory Technician,11,8,7,0,7,3,9,2
1453,31,Male,Divorced,Travel_Rarely,2,Life Sciences,Sales,Sales Executive,13,13,7,9,9,1,8,5
1457,46,Male,Divorced,Travel_Rarely,3,Marketing,Sales,Sales Executive,28,7,7,4,3,4,9,1
1458,39,Female,Single,Non-Travel,3,Life Sciences,Research & Development,Laboratory Technician,11,1,0,0,0,2,2,2
1459,31,Female,Single,Travel_Frequently,5,Life Sciences,Research & Development,Manufacturing Director,10,10,8,4,7,1,1,2
1460,45,Male,Divorced,Travel_Rarely,3,Medical,Research & Development,Healthcare Representative,24,7,7,0,7,2,20,2
1461,31,Female,Single,Travel_Rarely,2,Medical,Human Resources,Human Resources,8,3,2,0,2,9,8,3
1464,31,Male,Married,Travel_Frequently,3,Life Sciences,Research & Development,Laboratory Technician,7,2,2,2,2,6,2,2
1465,45,Male,Married,Travel_Rarely,3,Technical Degree,Research & Development,Manufacturing Director,10,3,1,1,2,4,29,4
1466,48,Male,Divorced,Travel_Rarely,3,Marketing,Sales,Sales Executive,15,2,2,2,2,4,7,3
1467,34,Female,Married,Travel_Rarely,4,Technical Degree,Human Resources,Human Resources,2,2,2,2,2,1,9,0
1468,40,Male,Divorced,Non-Travel,1,Medical,Research & Development,Research Director,16,9,8,4,8,2,8,5
1469,28,Male,Single,Travel_Rarely,3,Medical,Sales,Sales Executive,6,5,4,1,3,0,5,4
1471,44,Male,Single,Non-Travel,3,Life Sciences,Research & Development,Laboratory Technician,7,5,2,0,3,3,5,5
1472,53,Male,Single,Travel_Rarely,3,Medical,Research & Development,Research Director,35,9,8,8,8,4,2,2
1473,49,Male,Married,Travel_Rarely,4,Technical Degree,Research & Development,Healthcare Representative,20,3,2,1,2,2,5,0
1474,40,Male,Divorced,Travel_Rarely,3,Medical,Research & Development,Research Scientist,8,3,1,1,2,2,2,3
1475,44,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,6,5,2,1,3,1,20,3
1477,33,Male,Married,Travel_Frequently,3,Medical,Sales,Sales Executive,5,4,3,0,3,0,7,2
1478,34,Male,Single,Travel_Rarely,3,Other,Sales,Sales Executive,15,13,9,3,12,3,3,2
1479,30,Male,Married,Travel_Rarely,1,Life Sciences,Sales,Sales Executive,4,2,1,2,2,8,16,2
1480,42,Female,Single,Travel_Frequently,2,Medical,Research & Development,Laboratory Technician,12,12,9,5,8,1,9,3
1481,44,Female,Married,Travel_Frequently,5,Marketing,Sales,Sales Executive,11,1,0,0,0,7,1,4
1482,30,Male,Divorced,Non-Travel,3,Technical Degree,Research & Development,Research Scientist,1,1,0,0,0,1,7,2
1483,57,Male,Married,Travel_Rarely,2,Life Sciences,Research & Development,Research Scientist,13,12,9,2,8,0,1,2
1484,49,Male,Divorced,Travel_Rarely,4,Life Sciences,Research & Development,Healthcare Representative,29,8,7,0,7,3,7,3
1485,34,Male,Divorced,Travel_Frequently,3,Medical,Research & Development,Research Director,16,14,8,6,9,7,15,3
1486,28,Male,Married,Travel_Frequently,3,Technical Degree,Sales,Sales Representative,5,3,2,1,2,3,1,3
1487,29,Female,Single,Travel_Frequently,3,Technical Degree,Sales,Sales Executive,7,5,3,0,0,5,13,4
1489,34,Female,Single,Travel_Rarely,4,Medical,Sales,Sales Executive,16,15,9,10,10,0,24,2
1492,35,Male,Married,Travel_Rarely,1,Life Sciences,Sales,Sales Representative,1,1,0,0,0,1,7,3
1494,24,Male,Single,Travel_Frequently,3,Medical,Research & Development,Laboratory Technician,4,0,0,0,0,2,9,2
1495,24,Female,Married,Non-Travel,2,Life Sciences,Sales,Sales Representative,1,1,0,0,0,1,13,2
1496,44,Male,Single,Travel_Frequently,1,Medical,Research & Development,Manufacturing Director,16,2,2,2,2,5,2,2
1497,29,Male,Divorced,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,10,10,7,0,4,1,19,3
1499,30,Male,Divorced,Travel_Rarely,3,Life Sciences,Human Resources,Human Resources,6,5,3,1,3,0,1,3
1501,55,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Healthcare Representative,4,3,2,1,2,0,4,2
1502,33,Female,Married,Travel_Rarely,4,Medical,Research & Development,Laboratory Technician,8,5,4,0,2,8,4,5
1503,47,Female,Married,Travel_Rarely,3,Medical,Sales,Sales Executive,11,5,4,1,2,3,14,4
1504,28,Male,Single,Travel_Frequently,2,Medical,Research & Development,Laboratory Technician,8,0,0,0,0,7,2,2
1506,28,Male,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,1,1,0,0,0,1,1,2
1507,28,Male,Single,Travel_Frequently,3,Life Sciences,Sales,Sales Executive,5,4,2,1,3,0,7,5
1509,49,Female,Married,Travel_Rarely,2,Medical,Research & Development,Laboratory Technician,10,3,2,1,2,4,3,3
1513,29,Female,Married,Travel_Frequently,1,Life Sciences,Research & Development,Laboratory Technician,4,3,2,0,2,0,2,3
1514,28,Male,Married,Travel_Rarely,1,Life Sciences,Research & Development,Manufacturing Director,8,8,6,1,7,1,29,2
1515,33,Male,Single,Travel_Rarely,5,Life Sciences,Research & Development,Healthcare Representative,14,0,0,0,0,2,8,6
1516,32,Male,Single,Travel_Rarely,3,Medical,Research & Development,Manager,10,5,2,0,0,2,10,5
1520,54,Female,Divorced,Travel_Frequently,4,Medical,Research & Development,Manager,26,14,9,1,12,3,11,2
1522,29,Male,Single,Travel_Rarely,4,Technical Degree,Research & Development,Research Scientist,11,9,7,0,7,6,1,2
1523,44,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Director,24,20,6,14,17,3,28,1
1525,39,Female,Single,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,9,2,0,2,2,4,6,3
1527,46,Female,Married,Travel_Rarely,3,Life Sciences,Sales,Manager,23,13,12,5,1,8,3,2
1529,35,Female,Single,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,11,11,8,3,3,1,16,3
1533,23,Male,Single,Travel_Rarely,1,Life Sciences,Research & Development,Laboratory Technician,5,4,3,1,2,0,20,2
1534,40,Male,Single,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,15,5,4,1,0,3,9,3
1535,34,Male,Married,Travel_Rarely,3,Technical Degree,Sales,Sales Executive,10,10,9,8,6,1,1,3
1537,31,Female,Single,Travel_Frequently,3,Life Sciences,Research & Development,Research Scientist,7,7,2,7,7,1,3,2
1539,50,Male,Single,Travel_Frequently,5,Medical,Research & Development,Research Director,32,32,6,13,9,1,22,2
1541,34,Male,Married,Travel_Rarely,2,Technical Degree,Sales,Sales Representative,12,11,10,5,7,0,7,4
1542,42,Male,Married,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,4,1,0,0,0,4,2,3
1543,37,Male,Married,Travel_Rarely,3,Medical,Research & Development,Research Scientist,10,10,8,3,7,1,13,2
1544,29,Female,Married,Travel_Rarely,1,Other,Research & Development,Healthcare Representative,9,7,7,0,7,3,8,3
1545,33,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,5,5,3,0,2,1,25,2
1546,45,Male,Married,Travel_Rarely,3,Technical Degree,Research & Development,Research Scientist,8,5,4,0,3,4,28,3
1547,42,Male,Married,Travel_Frequently,3,Life Sciences,Research & Development,Healthcare Representative,24,20,8,13,9,2,2,3
1548,40,Male,Married,Travel_Rarely,2,Medical,Sales,Sales Executive,9,8,4,7,1,0,9,5
1549,33,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,15,15,14,5,7,1,28,3
1550,40,Male,Single,Travel_Rarely,2,Medical,Human Resources,Manager,21,21,7,7,7,1,6,2
1551,24,Male,Divorced,Travel_Rarely,2,Technical Degree,Research & Development,Laboratory Technician,2,1,1,0,0,0,21,3
1552,40,Male,Divorced,Non-Travel,2,Life Sciences,Research & Development,Healthcare Representative,8,2,2,2,2,3,8,2
1553,45,Male,Divorced,Travel_Rarely,4,Technical Degree,Research & Development,Healthcare Representative,10,10,8,7,7,1,1,4
1554,35,Female,Married,Travel_Rarely,4,Life Sciences,Sales,Sales Representative,6,5,3,4,2,0,28,5
1555,32,Female,Married,Travel_Rarely,2,Life Sciences,Research & Development,Research Scientist,12,7,1,2,5,3,5,2
1556,36,Male,Single,Travel_Rarely,4,Life Sciences,Sales,Sales Representative,7,3,2,1,2,3,2,3
1557,48,Female,Divorced,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,18,8,7,7,7,8,16,2
1558,29,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,5,1,0,0,0,6,9,2
1560,33,Male,Married,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,8,2,2,2,2,2,8,6
1562,30,Male,Married,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,10,10,8,6,7,1,1,4
1563,38,Male,Married,Travel_Frequently,4,Human Resources,Human Resources,Human Resources,10,6,3,1,2,3,10,2
1564,35,Male,Single,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,3,3,0,1,2,1,1,3
1568,30,Male,Married,Travel_Rarely,4,Technical Degree,Sales,Sales Executive,9,4,2,1,3,3,29,3
1569,35,Female,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,0,1,2,2
1572,53,Female,Married,Travel_Rarely,5,Technical Degree,Research & Development,Manufacturing Director,34,33,7,1,9,0,2,4
1573,38,Male,Married,Travel_Rarely,3,Medical,Research & Development,Manufacturing Director,7,5,2,1,4,4,2,2
1574,32,Male,Married,Non-Travel,4,Technical Degree,Research & Development,Research Scientist,9,6,5,1,2,4,1,3
1576,48,Female,Married,Travel_Rarely,4,Other,Research & Development,Research Scientist,10,8,2,7,6,8,15,3
1577,34,Male,Single,Travel_Rarely,4,Medical,Research & Development,Research Scientist,1,1,0,0,0,1,7,4
1578,55,Male,Married,Travel_Rarely,5,Marketing,Sales,Manager,36,36,6,2,13,1,26,3
1580,34,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Research Scientist,9,2,2,2,1,9,1,3
1581,26,Female,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,1,1,0,0,0,1,3,5
1582,38,Male,Married,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,10,9,8,7,7,0,14,3
1583,38,Female,Single,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,8,3,2,1,2,2,16,5
1585,36,Female,Single,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,15,1,0,0,0,6,1,5
1586,29,Male,Single,Travel_Rarely,1,Medical,Research & Development,Laboratory Technician,10,10,9,1,5,1,3,3
1587,35,Female,Single,Travel_Rarely,4,Medical,Research & Development,Healthcare Representative,10,5,2,0,4,3,10,4
1588,39,Male,Married,Travel_Rarely,3,Medical,Sales,Sales Executive,11,7,6,7,6,2,6,3
1590,29,Male,Divorced,Travel_Frequently,1,Life Sciences,Research & Development,Healthcare Representative,6,6,4,1,3,1,2,0
1591,50,Male,Married,Travel_Rarely,3,Marketing,Sales,Manager,27,1,0,0,0,4,9,2
1592,23,Male,Married,Travel_Rarely,3,Technical Degree,Research & Development,Research Scientist,4,2,2,2,2,2,10,2
1594,36,Male,Married,Travel_Frequently,4,Life Sciences,Research & Development,Laboratory Technician,9,3,2,0,2,3,6,3
1595,42,Male,Single,Travel_Rarely,2,Other,Research & Development,Manager,24,1,0,0,1,8,9,2
1596,35,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Laboratory Technician,10,10,9,6,8,1,28,3
1597,34,Male,Married,Travel_Frequently,4,Technical Degree,Research & Development,Healthcare Representative,8,8,2,7,7,1,10,3
1598,40,Female,Married,Travel_Rarely,2,Life Sciences,Sales,Sales Executive,5,5,4,1,2,1,14,2
1599,43,Male,Divorced,Travel_Rarely,3,Technical Degree,Research & Development,Laboratory Technician,8,6,4,0,2,5,27,0
1601,35,Male,Married,Travel_Rarely,2,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,1,1,7,5
1602,46,Male,Single,Travel_Rarely,4,Life Sciences,Sales,Manager,27,26,0,0,12,1,1,5
1604,28,Male,Married,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,1,1,1,0,0,1,24,3
1605,22,Female,Married,Non-Travel,2,Other,Research & Development,Research Scientist,4,4,2,1,3,1,26,2
1606,50,Male,Married,Travel_Frequently,5,Medical,Research & Development,Healthcare Representative,32,30,8,12,13,2,20,3
1607,32,Female,Married,Travel_Rarely,4,Other,Research & Development,Research Scientist,6,3,2,0,2,3,5,3
1608,44,Female,Divorced,Travel_Rarely,3,Medical,Research & Development,Research Director,23,22,7,1,10,0,7,4
1609,30,Male,Married,Travel_Rarely,3,Medical,Research & Development,Research Scientist,6,6,4,1,1,1,7,3
1611,45,Female,Single,Travel_Rarely,5,Medical,Research & Development,Laboratory Technician,10,10,7,1,4,1,5,3
1612,45,Male,Married,Non-Travel,3,Marketing,Sales,Sales Executive,10,10,7,4,5,1,26,2
1613,31,Male,Single,Travel_Frequently,4,Other,Sales,Sales Executive,10,5,2,0,3,7,2,3
1614,36,Female,Married,Travel_Rarely,4,Life Sciences,Research & Development,Manufacturing Director,7,3,2,1,1,9,12,2
1615,34,Male,Divorced,Travel_Frequently,4,Life Sciences,Research & Development,Manufacturing Director,9,9,7,7,2,1,10,3
1617,49,Female,Married,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,10,9,6,1,4,1,25,3
1618,39,Male,Married,Travel_Rarely,5,Medical,Research & Development,Manufacturing Director,10,7,7,7,7,2,10,3
1619,27,Male,Divorced,Travel_Rarely,3,Other,Research & Development,Laboratory Technician,7,7,7,0,7,1,19,3
1621,35,Male,Married,Travel_Rarely,5,Life Sciences,Research & Development,Research Scientist,16,16,15,1,10,1,18,2
1622,28,Female,Divorced,Travel_Rarely,3,Medical,Research & Development,Manufacturing Director,6,5,3,0,0,0,27,5
1623,21,Male,Single,Travel_Rarely,1,Medical,Research & Development,Research Scientist,3,2,2,2,2,1,5,2
1624,18,Female,Single,Travel_Frequently,2,Medical,Sales,Sales Representative,0,0,0,0,0,1,3,2
1625,47,Female,Married,Travel_Rarely,4,Life Sciences,Human Resources,Manager,27,5,2,1,0,3,26,2
1627,39,Male,Divorced,Travel_Rarely,2,Medical,Research & Development,Laboratory Technician,11,10,8,0,7,0,3,3
1628,40,Female,Married,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,18,18,15,14,12,1,15,2
1630,35,Female,Married,Non-Travel,4,Life Sciences,Research & Development,Healthcare Representative,15,14,11,2,9,1,8,5
1631,37,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,9,4,3,0,2,3,19,2
1633,39,Female,Single,Travel_Frequently,3,Medical,Research & Development,Manufacturing Director,10,9,2,3,8,0,4,2
1635,45,Female,Divorced,Travel_Rarely,2,Other,Research & Development,Manufacturing Director,10,10,7,3,9,1,2,3
1638,38,Female,Married,Travel_Rarely,2,Medical,Research & Development,Manufacturing Director,10,5,4,0,2,3,2,6
1639,35,Male,Married,Travel_Rarely,3,Medical,Sales,Sales Executive,15,13,12,6,0,9,10,3
1640,37,Female,Married,Travel_Rarely,3,Medical,Research & Development,Research Scientist,8,8,4,7,7,1,10,2
1641,40,Female,Single,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,18,4,2,3,3,6,16,2
1642,44,Male,Married,Travel_Frequently,5,Human Resources,Human Resources,Human Resources,14,10,7,0,2,4,1,3
1644,48,Male,Married,Travel_Frequently,5,Medical,Research & Development,Manager,23,2,2,2,2,2,4,3
1645,35,Male,Divorced,Travel_Rarely,2,Medical,Sales,Sales Executive,7,2,2,2,2,6,15,2
1646,24,Female,Single,Travel_Frequently,1,Technical Degree,Research & Development,Research Scientist,6,6,3,1,3,1,2,2
1647,27,Female,Married,Travel_Rarely,3,Medical,Research & Development,Research Scientist,5,3,2,0,2,7,8,0
1648,27,Male,Single,Travel_Frequently,3,Medical,Research & Development,Research Scientist,6,4,2,1,2,2,2,0
1649,40,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Laboratory Technician,10,4,2,0,3,3,7,3
1650,29,Male,Single,Travel_Rarely,3,Medical,Sales,Sales Executive,8,5,2,1,4,9,10,2
1651,36,Female,Married,Travel_Rarely,4,Life Sciences,Research & Development,Healthcare Representative,9,3,2,0,2,4,5,6
1653,25,Male,Divorced,Travel_Frequently,1,Life Sciences,Research & Development,Manufacturing Director,7,7,7,0,7,1,2,6
1654,39,Male,Married,Travel_Rarely,3,Medical,Research & Development,Manufacturing Director,7,5,4,1,0,4,12,3
1655,49,Female,Married,Travel_Rarely,4,Other,Research & Development,Research Director,27,4,2,1,2,3,22,2
1656,50,Female,Divorced,Travel_Rarely,5,Life Sciences,Research & Development,Research Director,19,14,11,1,11,5,17,3
1657,20,Female,Single,Travel_Rarely,3,Medical,Sales,Sales Representative,2,2,2,2,2,1,2,3
1658,34,Female,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,11,11,8,7,9,1,3,2
1659,36,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Laboratory Technician,15,4,3,1,3,2,7,4
1661,49,Female,Married,Travel_Rarely,1,Life Sciences,Research & Development,Healthcare Representative,30,15,11,2,12,2,6,3
1662,36,Female,Married,Non-Travel,4,Medical,Research & Development,Manufacturing Director,4,3,2,1,2,0,1,6
1664,36,Male,Divorced,Travel_Rarely,2,Life Sciences,Research & Development,Healthcare Representative,13,5,4,0,4,6,3,3
1665,54,Female,Married,Travel_Rarely,5,Medical,Research & Development,Manager,36,10,8,4,7,3,22,6
1666,43,Male,Married,Travel_Rarely,2,Life Sciences,Research & Development,Research Director,14,14,10,6,11,1,15,3
1667,35,Male,Single,Travel_Frequently,4,Other,Sales,Sales Executive,13,11,9,6,7,3,12,2
1668,38,Male,Married,Travel_Frequently,3,Life Sciences,Research & Development,Research Scientist,19,13,11,2,9,7,1,4
1669,29,Male,Divorced,Travel_Rarely,3,Medical,Sales,Sales Executive,10,10,0,0,9,1,5,3
1670,33,Male,Divorced,Travel_Rarely,4,Medical,Sales,Sales Executive,6,6,2,0,4,1,2,5
1671,32,Male,Divorced,Travel_Rarely,3,Medical,Research & Development,Research Scientist,10,9,5,1,6,0,2,4
1673,31,Female,Married,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,10,10,0,0,2,1,5,2
1674,49,Female,Divorced,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,17,2,2,2,2,4,16,2
1675,38,Female,Single,Travel_Frequently,3,Medical,Research & Development,Laboratory Technician,4,4,3,3,3,1,2,3
1676,47,Female,Divorced,Travel_Rarely,4,Life Sciences,Sales,Manager,29,3,2,1,2,6,2,2
1677,49,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Manager,23,8,7,0,0,4,1,2
1678,41,Male,Single,Travel_Rarely,2,Life Sciences,Sales,Sales Executive,21,2,0,0,2,3,23,2
1680,20,Male,Single,Travel_Rarely,1,Life Sciences,Sales,Sales Representative,2,2,2,0,2,1,9,3
1681,33,Female,Divorced,Non-Travel,3,Life Sciences,Sales,Sales Executive,7,6,5,1,2,1,16,2
1682,36,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Healthcare Representative,10,3,2,0,2,6,26,2
1683,44,Female,Divorced,Travel_Rarely,3,Life Sciences,Human Resources,Human Resources,8,2,2,2,2,4,1,2
1684,23,Male,Single,Travel_Rarely,1,Medical,Research & Development,Laboratory Technician,5,5,4,1,2,1,8,2
1687,38,Female,Married,Travel_Rarely,2,Medical,Research & Development,Laboratory Technician,7,0,0,0,0,7,4,5
1689,53,Male,Married,Travel_Rarely,4,Medical,Research & Development,Healthcare Representative,11,4,3,1,2,3,24,2
1691,48,Female,Married,Travel_Frequently,2,Medical,Sales,Sales Representative,19,9,7,7,7,2,7,3
1692,32,Male,Single,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,0,1,2,2
1693,26,Male,Single,Non-Travel,3,Medical,Research & Development,Laboratory Technician,7,7,7,5,7,1,7,5
1694,55,Male,Divorced,Travel_Rarely,3,Technical Degree,Research & Development,Research Scientist,8,4,2,1,2,5,22,1
1696,34,Male,Married,Travel_Rarely,2,Medical,Research & Development,Laboratory Technician,15,15,10,4,13,1,5,3
1697,60,Male,Divorced,Travel_Rarely,4,Medical,Research & Development,Healthcare Representative,19,1,0,0,0,3,1,2
1698,33,Male,Married,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,14,14,11,2,13,1,21,6
1700,37,Male,Divorced,Travel_Frequently,4,Medical,Sales,Sales Executive,6,6,3,1,3,1,1,2
1701,34,Female,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,10,10,9,8,7,1,19,3
1702,23,Male,Divorced,Travel_Rarely,3,Life Sciences,Sales,Sales Representative,3,3,2,0,2,1,7,2
1703,44,Female,Married,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,9,8,7,6,7,1,2,2
1704,35,Male,Single,Travel_Frequently,4,Medical,Research & Development,Research Scientist,6,5,4,1,4,0,2,2
1706,43,Male,Married,Travel_Rarely,3,Medical,Sales,Sales Executive,10,10,9,8,8,1,2,3
1707,24,Male,Married,Travel_Rarely,3,Medical,Research & Development,Research Scientist,5,5,3,0,4,1,9,1
1708,41,Male,Single,Travel_Rarely,3,Marketing,Sales,Sales Executive,10,10,8,8,7,1,6,3
1709,29,Female,Married,Travel_Rarely,4,Medical,Research & Development,Laboratory Technician,9,5,3,1,2,9,9,2
1710,36,Female,Single,Travel_Rarely,4,Life Sciences,Sales,Sales Representative,17,13,7,6,7,3,2,2
1712,45,Male,Married,Non-Travel,1,Life Sciences,Research & Development,Healthcare Representative,25,23,15,14,4,3,1,3
1714,24,Male,Married,Travel_Rarely,1,Human Resources,Human Resources,Human Resources,1,1,0,0,0,1,22,2
1716,47,Male,Married,Travel_Frequently,3,Life Sciences,Sales,Sales Executive,25,23,5,14,10,7,9,3
1718,26,Male,Married,Travel_Rarely,4,Medical,Research & Development,Laboratory Technician,3,3,2,0,2,1,17,3
1719,45,Female,Single,Travel_Rarely,2,Technical Degree,Research & Development,Research Director,21,21,6,8,6,1,28,2
1720,32,Male,Married,Travel_Frequently,3,Life Sciences,Research & Development,Research Scientist,10,5,2,1,3,6,10,3
1721,31,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,6,5,2,0,3,1,2,2
1722,41,Male,Married,Non-Travel,3,Human Resources,Human Resources,Human Resources,10,3,2,1,2,6,4,4
1724,40,Female,Married,Travel_Rarely,2,Life Sciences,Research & Development,Manufacturing Director,18,1,0,0,0,2,8,3
1725,24,Male,Divorced,Travel_Rarely,1,Medical,Research & Development,Laboratory Technician,6,6,2,1,2,1,29,2
