EmployeeNumber,EmployeeCount,Age,Gender,MaritalStatus,Over18,Department,JobRole,JobLevel,JobInvolvement,JobSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,MonthlyIncome,MonthlyRate,HourlyRate,DailyRate,PercentSalaryHike,StockOptionLevel,OverTime,PerformanceRating,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Education,EducationField,TrainingTimesLastYear,DistanceFromHome,BusinessTravel,StandardHours,Attrition
184,1,30,Male,Married,Y,Human Resources,Human Resources,2,3,4,12,11,9,4,7,0,6347,13982,48,1240,19,0,Yes,3,3,1,4,3,Human Resources,2,9,Travel_Rarely,80,No
190,1,32,Female,Single,Y,Research & Development,Laboratory Technician,1,3,1,10,5,4,0,4,7,4200,10224,41,1033,22,0,No,4,1,4,1,3,Medical,2,9,Travel_Rarely,80,Yes
192,1,45,Male,Single,Y,Research & Development,Research Scientist,1,3,4,9,6,5,0,3,5,3452,9752,83,1316,13,0,No,3,3,2,2,3,Medical,2,29,Travel_Rarely,80,No
193,1,38,Female,Single,Y,Research & Development,Research Scientist,2,3,3,19,3,2,2,2,3,4317,2302,32,364,20,0,Yes,4,4,3,2,5,Technical Degree,2,3,Travel_Rarely,80,No
194,1,30,Female,Single,Y,Research & Development,Research Scientist,1,3,3,5,5,4,0,4,1,2632,23910,75,438,14,0,No,3,1,2,3,3,Life Sciences,4,18,Travel_Rarely,80,No
195,1,32,Male,Divorced,Y,Sales,Sales Executive,2,1,4,9,8,7,0,7,0,4668,22812,35,689,17,3,No,3,4,4,4,2,Medical,2,9,Travel_Frequently,80,No
197,1,30,Female,Divorced,Y,Research & Development,Research Scientist,1,3,1,8,3,2,2,2,5,3204,10415,84,201,14,1,No,3,4,3,4,3,Technical Degree,3,5,Travel_Rarely,80,No
198,1,30,Male,Single,Y,Research & Development,Laboratory Technician,1,2,4,6,5,3,1,2,0,2720,11162,35,1427,13,0,No,3,2,3,4,1,Medical,3,2,Travel_Rarely,80,No
199,1,41,Male,Divorced,Y,Research & Development,Manager,4,2,1,21,7,6,7,7,4,17181,12888,91,857,13,1,No,3,4,2,2,3,Life Sciences,2,10,Travel_Frequently,80,No
200,1,41,Male,Married,Y,Research & Development,Laboratory Technician,1,3,1,7,5,0,1,4,2,2238,6961,94,933,21,1,No,4,3,3,4,4,Life Sciences,2,9,Travel_Rarely,80,No
201,1,19,Female,Single,Y,Research & Development,Laboratory Technician,1,3,2,1,1,0,0,0,1,1483,16102,79,1181,14,0,No,3,2,3,4,1,Medical,3,3,Travel_Rarely,80,No
202,1,40,Female,Divorced,Y,Research & Development,Research Scientist,2,3,2,20,20,7,2,13,1,5605,8504,54,1395,11,1,No,3,2,3,1,3,Medical,2,26,Travel_Frequently,80,No
204,1,35,Male,Married,Y,Sales,Sales Executive,3,3,2,10,10,8,0,6,1,7295,11439,94,662,13,2,No,3,3,3,1,5,Marketing,3,1,Travel_Rarely,80,No
205,1,53,Male,Married,Y,Sales,Sales Representative,2,3,3,13,7,7,4,5,2,2306,16047,34,1436,20,1,Yes,4,2,1,4,2,Marketing,3,6,Travel_Rarely,80,No
206,1,45,Male,Divorced,Y,Research & Development,Laboratory Technician,2,3,2,20,17,9,0,15,8,2348,10901,60,194,18,1,No,3,2,1,3,3,Life Sciences,2,9,Travel_Rarely,80,No
207,1,32,Female,Single,Y,Sales,Sales Executive,3,3,4,9,9,8,3,7,1,8998,15589,43,967,14,0,No,3,2,3,4,3,Marketing,2,8,Travel_Frequently,80,No
208,1,29,Male,Married,Y,Research & Development,Manufacturing Director,2,3,3,10,10,7,0,9,1,4319,26283,41,1496,13,1,No,3,4,3,1,1,Technical Degree,1,1,Non-Travel,80,No
211,1,51,Male,Married,Y,Research & Development,Manufacturing Director,2,2,3,10,1,0,0,0,2,6132,13983,34,1169,17,0,No,3,2,3,3,4,Medical,2,7,Travel_Rarely,80,No
214,1,58,Female,Married,Y,Research & Development,Research Scientist,1,2,2,9,1,0,0,0,4,3346,11873,75,1145,20,1,Yes,4,2,2,2,3,Medical,3,9,Travel_Rarely,80,No
215,1,40,Male,Married,Y,Sales,Sales Executive,3,2,4,15,12,11,2,11,7,10855,8552,67,630,11,1,No,3,3,2,1,4,Marketing,2,4,Travel_Rarely,80,No
216,1,34,Female,Married,Y,Sales,Sales Representative,1,3,3,6,4,3,1,2,6,2231,11314,75,303,18,1,No,3,3,3,4,4,Marketing,3,2,Travel_Frequently,80,No
217,1,22,Male,Married,Y,Research & Development,Research Scientist,1,3,4,2,2,2,2,2,1,2323,11992,80,1256,24,2,No,4,3,3,1,1,Medical,6,19,Travel_Rarely,80,No
218,1,27,Male,Divorced,Y,Research & Development,Research Scientist,1,3,2,6,2,2,2,2,6,2024,5970,57,691,18,1,No,3,4,1,4,3,Medical,1,9,Non-Travel,80,No
221,1,28,Male,Married,Y,Research & Development,Research Scientist,1,3,4,5,5,2,0,2,1,2713,6672,42,440,11,1,No,3,3,1,3,3,Medical,2,21,Travel_Rarely,80,No
223,1,57,Male,Divorced,Y,Research & Development,Healthcare Representative,3,4,4,12,5,3,1,4,3,9439,23402,83,334,16,1,Yes,3,3,1,2,2,Life Sciences,2,24,Travel_Rarely,80,No
224,1,27,Male,Divorced,Y,Research & Development,Research Scientist,1,2,3,1,1,1,0,1,1,2566,25326,79,1450,15,1,Yes,3,3,2,4,3,Medical,2,3,Non-Travel,80,No
226,1,50,Female,Single,Y,Research & Development,Manager,5,3,2,21,5,4,4,4,3,19926,17053,53,1452,15,0,No,3,3,3,2,3,Life Sciences,5,11,Travel_Rarely,80,No
227,1,41,Male,Divorced,Y,Research & Development,Research Scientist,1,3,3,13,9,8,1,8,4,2451,4609,56,465,12,1,No,3,1,3,1,3,Life Sciences,2,14,Travel_Rarely,80,No
228,1,30,Female,Married,Y,Sales,Sales Executive,3,3,4,12,10,9,7,4,2,9419,8053,41,1339,12,1,No,3,2,3,3,3,Life Sciences,2,5,Travel_Rarely,80,No
230,1,38,Female,Single,Y,Sales,Sales Executive,2,2,4,12,8,3,0,7,4,8686,12930,59,702,22,0,No,4,1,4,3,4,Life Sciences,2,1,Travel_Rarely,80,No
231,1,32,Male,Single,Y,Research & Development,Research Scientist,1,3,3,8,5,4,1,4,3,3038,12430,43,120,20,0,No,4,3,3,1,5,Life Sciences,2,6,Travel_Rarely,80,No
233,1,27,Male,Married,Y,Research & Development,Research Scientist,1,3,2,6,5,2,1,1,0,3058,13364,51,1157,16,1,Yes,3,3,2,4,3,Technical Degree,3,17,Travel_Rarely,80,No
235,1,19,Female,Single,Y,Sales,Sales Representative,1,1,1,1,0,0,0,0,0,2325,20989,100,602,21,0,No,4,3,4,1,1,Technical Degree,5,1,Travel_Frequently,80,Yes
238,1,36,Male,Single,Y,Research & Development,Laboratory Technician,1,3,2,13,8,7,7,2,4,2088,15062,30,1480,12,0,No,3,4,2,3,2,Medical,3,3,Travel_Frequently,80,No
239,1,30,Male,Divorced,Y,Research & Development,Laboratory Technician,2,3,1,12,12,9,6,10,1,3072,11012,66,111,11,2,No,3,3,3,3,3,Medical,4,9,Non-Travel,80,No
240,1,45,Female,Divorced,Y,Sales,Sales Executive,2,3,1,9,5,4,0,3,4,5006,6319,30,1268,11,1,Yes,3,3,4,1,2,Life Sciences,3,4,Travel_Rarely,80,No
241,1,56,Female,Divorced,Y,Research & Development,Research Scientist,1,3,1,19,2,2,2,2,4,4257,13939,67,713,18,1,Yes,3,3,3,3,3,Life Sciences,3,8,Travel_Rarely,80,No
242,1,33,Male,Single,Y,Research & Development,Research Scientist,1,3,4,4,3,1,0,2,0,2500,10515,90,134,14,0,No,3,3,4,1,3,Life Sciences,2,2,Travel_Rarely,80,No
243,1,19,Male,Single,Y,Research & Development,Laboratory Technician,1,2,4,1,1,0,1,0,1,1102,9241,47,303,22,0,No,4,2,2,3,3,Life Sciences,3,2,Travel_Rarely,80,Yes
244,1,46,Female,Divorced,Y,Sales,Sales Executive,3,3,1,24,24,13,15,7,1,10453,2137,92,526,25,3,No,4,2,3,3,2,Marketing,2,1,Travel_Rarely,80,No
245,1,38,Female,Single,Y,Research & Development,Laboratory Technician,1,3,4,2,2,2,2,1,1,2288,6319,75,1380,12,0,No,3,3,3,3,2,Life Sciences,3,9,Travel_Rarely,80,No
246,1,31,Female,Married,Y,Research & Development,Research Scientist,1,3,4,7,4,2,0,2,8,3929,6984,95,140,23,1,Yes,4,3,3,3,1,Medical,0,12,Travel_Rarely,80,No
247,1,34,Female,Single,Y,Research & Development,Research Scientist,1,3,2,9,3,2,1,2,2,2311,5711,95,629,15,0,No,3,4,3,4,2,Medical,3,27,Travel_Rarely,80,No
248,1,41,Female,Single,Y,Sales,Sales Representative,1,3,2,4,4,3,0,2,1,3140,21728,70,1356,22,0,Yes,4,2,2,4,2,Marketing,5,20,Travel_Rarely,80,Yes
249,1,50,Male,Married,Y,Research & Development,Laboratory Technician,1,2,3,5,3,2,0,2,2,3690,3425,86,328,15,1,No,3,3,2,4,3,Medical,2,1,Travel_Rarely,80,No
250,1,53,Female,Divorced,Y,Research & Development,Manufacturing Director,2,4,1,5,4,2,1,3,1,4450,26250,57,1084,11,2,No,3,4,3,3,2,Medical,3,13,Travel_Rarely,80,No
252,1,33,Female,Married,Y,Research & Development,Research Scientist,1,3,2,8,8,7,1,6,1,2756,4673,72,931,13,1,No,3,4,3,4,3,Medical,5,14,Travel_Rarely,80,No
253,1,40,Female,Married,Y,Research & Development,Manager,5,3,3,21,20,8,9,9,1,19033,6499,46,989,14,1,No,3,4,3,2,1,Medical,2,4,Travel_Rarely,80,No
254,1,55,Male,Single,Y,Research & Development,Research Director,5,4,2,36,24,15,2,15,8,18722,13339,61,692,11,0,No,3,3,3,4,4,Medical,3,14,Travel_Rarely,80,No
256,1,34,Male,Married,Y,Research & Development,Manufacturing Director,2,2,3,10,10,9,1,9,1,9547,14074,45,1069,17,0,No,3,4,2,3,1,Life Sciences,2,2,Travel_Frequently,80,No
258,1,51,Female,Single,Y,Research & Development,Healthcare Representative,4,3,2,21,7,7,1,0,3,13734,7192,98,313,18,0,No,3,4,3,3,3,Medical,6,3,Travel_Rarely,80,No
259,1,52,Male,Married,Y,Research & Development,Manager,5,2,3,34,33,18,11,9,0,19999,5678,65,699,14,1,No,3,3,3,1,4,Life Sciences,5,1,Travel_Rarely,80,No
260,1,27,Female,Single,Y,Research & Development,Research Scientist,1,3,2,7,7,7,0,3,1,2279,11781,99,894,16,0,No,3,4,2,4,3,Medical,2,9,Travel_Rarely,80,No
261,1,35,Male,Married,Y,Research & Development,Manufacturing Director,2,2,3,8,1,0,0,1,3,5916,15497,50,556,13,0,Yes,3,2,3,1,2,Life Sciences,1,23,Travel_Rarely,80,Yes
262,1,43,Male,Divorced,Y,Research & Development,Research Scientist,1,4,4,7,5,4,2,2,4,2089,5228,37,1344,14,3,No,3,4,4,4,3,Medical,3,7,Non-Travel,80,No
264,1,45,Male,Married,Y,Research & Development,Manager,4,2,4,22,20,8,11,8,9,16792,20462,65,1195,23,1,No,4,1,3,4,2,Medical,1,2,Non-Travel,80,No
267,1,37,Male,Married,Y,Research & Development,Research Scientist,1,4,1,8,8,7,1,7,1,3564,22977,65,290,12,1,Yes,3,2,2,1,3,Life Sciences,3,21,Travel_Rarely,80,No
269,1,35,Female,Single,Y,Research & Development,Laboratory Technician,2,3,2,10,6,2,1,2,5,4425,15986,37,138,11,0,No,3,2,3,4,3,Medical,5,2,Travel_Frequently,80,No
270,1,42,Female,Divorced,Y,Research & Development,Manufacturing Director,2,3,3,11,5,3,0,2,2,5265,16439,36,926,16,1,No,3,3,3,2,2,Medical,5,21,Non-Travel,80,No
271,1,38,Male,Married,Y,Research & Development,Manufacturing Director,2,3,3,14,1,0,0,0,9,6553,7259,88,1261,14,0,No,3,4,3,2,4,Life Sciences,3,2,Travel_Rarely,80,No
273,1,38,Male,Married,Y,Research & Development,Manufacturing Director,2,3,4,9,7,7,1,7,3,6261,4185,54,1084,18,1,No,3,4,1,1,3,Technical Degree,3,29,Travel_Rarely,80,No
274,1,27,Male,Married,Y,Research & Development,Manufacturing Director,2,2,1,6,2,2,2,0,5,4298,9679,60,472,19,1,No,3,3,3,3,1,Technical Degree,1,1,Travel_Frequently,80,No
275,1,49,Male,Divorced,Y,Research & Development,Manufacturing Director,2,3,4,7,7,7,1,7,1,6804,23793,92,1002,15,2,Yes,3,4,3,1,4,Life Sciences,0,18,Non-Travel,80,No
277,1,34,Male,Divorced,Y,Research & Development,Research Scientist,1,3,3,5,5,3,2,0,1,3815,5972,43,878,17,1,Yes,3,4,4,4,4,Medical,4,10,Travel_Frequently,80,No
281,1,40,Male,Married,Y,Research & Development,Laboratory Technician,2,3,4,15,7,2,3,7,8,2741,16523,99,905,15,1,Yes,3,3,4,3,2,Medical,2,19,Travel_Rarely,80,No
282,1,38,Male,Married,Y,Research & Development,Healthcare Representative,2,3,1,17,1,0,0,0,7,6673,11354,70,1180,19,0,Yes,3,2,3,2,1,Medical,2,29,Travel_Rarely,80,Yes
283,1,29,Female,Married,Y,Sales,Sales Executive,3,3,4,10,10,4,1,9,1,7639,24525,35,121,22,3,No,4,2,2,4,3,Marketing,3,27,Travel_Rarely,80,Yes
284,1,22,Male,Divorced,Y,Research & Development,Research Scientist,1,4,2,4,4,2,2,2,1,2328,12392,60,1136,16,1,Yes,3,4,2,1,3,Life Sciences,2,5,Travel_Rarely,80,No
286,1,36,Female,Single,Y,Research & Development,Laboratory Technician,1,3,4,8,8,1,1,7,1,2153,7703,73,635,13,0,No,3,2,3,1,1,Medical,2,18,Travel_Frequently,80,No
287,1,40,Male,Married,Y,Research & Development,Healthcare Representative,2,2,4,5,3,2,0,2,9,4876,14242,63,1151,14,1,No,3,4,1,4,5,Life Sciences,5,9,Non-Travel,80,No
288,1,46,Male,Divorced,Y,Research & Development,Healthcare Representative,3,3,1,17,4,2,0,3,7,9396,12368,97,644,16,1,No,3,4,3,3,4,Medical,3,1,Travel_Rarely,80,No
291,1,32,Male,Married,Y,Sales,Sales Executive,3,1,4,14,14,8,9,8,1,10400,25812,32,1045,11,0,No,3,4,2,3,4,Medical,2,4,Travel_Rarely,80,Yes
292,1,30,Male,Single,Y,Research & Development,Manufacturing Director,3,2,3,12,11,8,5,8,1,8474,20925,88,829,22,0,No,4,3,3,3,1,Life Sciences,2,1,Non-Travel,80,No
293,1,27,Female,Single,Y,Sales,Sales Executive,2,3,3,7,7,7,0,7,1,9981,12916,90,1242,14,0,No,3,4,3,4,3,Life Sciences,2,20,Travel_Frequently,80,No
296,1,51,Male,Married,Y,Research & Development,Research Director,3,2,2,16,10,9,4,7,5,12490,15736,81,1469,16,2,No,3,2,1,4,4,Life Sciences,5,8,Travel_Rarely,80,No
297,1,30,Female,Single,Y,Research & Development,Research Scientist,1,3,1,8,5,2,0,4,5,2657,8556,88,1005,11,0,Yes,3,4,3,3,3,Technical Degree,5,3,Travel_Rarely,80,Yes
298,1,41,Female,Single,Y,Sales,Manager,3,3,4,16,1,0,0,0,3,13591,14674,75,896,18,0,Yes,3,4,3,3,3,Life Sciences,3,6,Travel_Rarely,80,No
299,1,30,Female,Single,Y,Sales,Sales Executive,2,2,1,9,6,3,0,1,5,6696,22967,52,334,15,0,No,3,3,2,3,4,Marketing,5,26,Travel_Frequently,80,Yes
300,1,29,Male,Single,Y,Research & Development,Research Scientist,1,3,3,7,6,2,1,5,0,2058,19757,85,992,14,0,No,3,3,2,4,3,Technical Degree,1,1,Travel_Rarely,80,Yes
302,1,45,Female,Single,Y,Sales,Sales Executive,3,2,4,23,19,7,12,8,6,8865,16840,57,1052,12,0,No,3,4,3,4,3,Medical,2,6,Non-Travel,80,No
303,1,54,Female,Married,Y,Sales,Sales Executive,2,3,1,16,6,2,0,5,2,5940,17011,52,1147,14,1,No,3,4,3,4,3,Marketing,4,3,Travel_Rarely,80,No
304,1,36,Male,Single,Y,Research & Development,Laboratory Technician,2,3,2,16,13,11,3,7,8,5914,9945,62,1396,16,0,No,3,4,4,4,2,Life Sciences,3,5,Travel_Rarely,80,No
305,1,33,Female,Married,Y,Research & Development,Research Scientist,1,2,2,7,3,2,1,1,6,2622,13248,47,147,21,0,No,4,3,3,4,4,Medical,3,4,Travel_Rarely,80,No
306,1,37,Male,Divorced,Y,Research & Development,Research Director,3,3,4,10,10,8,0,7,1,12185,10056,47,663,14,3,Yes,3,2,3,3,3,Other,1,11,Travel_Frequently,80,No
307,1,38,Male,Divorced,Y,Sales,Sales Executive,3,3,3,17,16,10,5,13,0,10609,9647,76,119,12,2,No,3,1,2,3,3,Life Sciences,6,3,Travel_Rarely,80,No
308,1,31,Male,Married,Y,Research & Development,Manufacturing Director,2,1,3,6,5,4,1,4,0,4345,4381,90,979,12,1,No,3,3,3,4,4,Medical,2,1,Non-Travel,80,No
309,1,59,Male,Married,Y,Research & Development,Research Scientist,1,2,4,7,1,0,0,0,3,2177,8456,70,142,17,1,No,3,3,3,1,3,Life Sciences,6,3,Travel_Rarely,80,No
311,1,37,Male,Divorced,Y,Sales,Sales Representative,1,3,4,13,9,8,5,8,4,2793,2539,41,319,17,1,No,3,1,3,3,4,Marketing,2,4,Travel_Frequently,80,No
312,1,29,Female,Married,Y,Sales,Sales Executive,3,3,4,11,11,10,4,1,1,7918,6599,42,1413,14,1,No,3,2,3,4,1,Medical,5,1,Travel_Frequently,80,No
314,1,35,Female,Single,Y,Sales,Sales Executive,3,3,3,10,10,7,0,8,1,8789,9096,92,944,14,0,No,3,3,4,1,3,Marketing,3,1,Travel_Frequently,80,No
315,1,29,Male,Single,Y,Research & Development,Research Scientist,1,2,4,4,4,3,0,1,1,2389,14961,86,896,13,0,Yes,3,3,2,3,1,Medical,3,18,Travel_Rarely,80,Yes
316,1,52,Female,Single,Y,Research & Development,Laboratory Technician,1,2,4,6,2,2,2,2,7,3212,3300,89,1323,15,0,No,3,3,2,2,3,Life Sciences,3,2,Travel_Rarely,80,No
319,1,42,Male,Married,Y,Research & Development,Manager,5,3,4,22,22,17,11,15,1,19232,4933,58,532,11,0,No,3,3,3,4,2,Technical Degree,3,4,Travel_Rarely,80,No
321,1,59,Male,Married,Y,Human Resources,Human Resources,1,3,3,7,2,2,2,2,8,2267,25657,52,818,17,0,No,3,2,2,4,2,Medical,2,6,Travel_Rarely,80,No
323,1,50,Female,Divorced,Y,Sales,Manager,5,3,4,32,7,0,0,6,3,19517,24118,68,854,11,1,No,3,4,2,3,4,Medical,3,1,Travel_Rarely,80,No
325,1,33,Male,Married,Y,Research & Development,Laboratory Technician,1,3,4,8,5,4,0,4,5,2436,22149,58,813,13,1,Yes,3,3,1,3,3,Medical,2,14,Travel_Rarely,80,Yes
327,1,43,Female,Married,Y,Sales,Manager,4,3,4,22,17,13,1,9,5,16064,7744,80,1034,22,1,Yes,4,4,3,3,3,Marketing,3,16,Travel_Rarely,80,No
328,1,33,Female,Married,Y,Research & Development,Laboratory Technician,1,3,1,13,9,7,1,7,7,2707,21509,39,465,20,0,No,4,1,4,1,2,Life Sciences,3,2,Travel_Rarely,80,Yes
329,1,52,Male,Single,Y,Sales,Manager,5,2,3,33,33,7,15,12,1,19068,21030,79,771,18,0,Yes,3,1,4,4,4,Life Sciences,2,2,Non-Travel,80,No
330,1,32,Female,Married,Y,Sales,Sales Representative,1,3,2,6,4,3,1,2,2,3931,20990,56,1401,11,1,No,3,3,3,1,2,Life Sciences,5,4,Travel_Rarely,80,No
331,1,32,Male,Single,Y,Research & Development,Laboratory Technician,1,2,3,4,3,2,1,2,0,3730,9571,62,515,14,0,Yes,3,4,1,4,3,Life Sciences,2,1,Travel_Rarely,80,Yes
332,1,39,Female,Divorced,Y,Research & Development,Laboratory Technician,1,3,3,7,3,2,1,2,7,2232,15417,96,1431,14,3,No,3,3,3,3,4,Medical,1,1,Travel_Rarely,80,No
333,1,32,Male,Married,Y,Sales,Sales Executive,2,3,4,4,3,2,2,2,0,4465,12069,100,976,18,0,No,3,3,3,1,4,Marketing,2,26,Non-Travel,80,No
334,1,41,Male,Divorced,Y,Research & Development,Research Scientist,2,3,1,17,1,0,0,0,2,3072,19877,36,1411,16,2,No,3,3,2,1,2,Life Sciences,2,19,Travel_Rarely,80,No
335,1,40,Male,Divorced,Y,Research & Development,Research Scientist,2,3,4,9,9,8,4,7,1,3319,24447,62,1300,17,2,No,3,1,3,1,2,Technical Degree,3,24,Travel_Rarely,80,No
336,1,45,Male,Married,Y,Research & Development,Manager,5,4,4,25,24,0,1,7,0,19202,15970,70,252,11,1,No,3,3,3,3,3,Other,2,1,Travel_Rarely,80,No
337,1,31,Male,Divorced,Y,Research & Development,Research Director,3,3,3,9,2,2,2,2,9,13675,13523,73,1327,12,1,No,3,2,3,1,4,Medical,3,3,Travel_Frequently,80,No
338,1,33,Female,Married,Y,Research & Development,Research Scientist,1,2,4,2,2,2,0,2,1,2911,14776,63,832,13,1,No,3,3,2,3,4,Life Sciences,2,5,Travel_Rarely,80,No
339,1,34,Male,Married,Y,Research & Development,Manufacturing Director,2,2,1,13,11,9,5,9,6,5957,23687,84,470,13,1,No,3,4,3,2,4,Life Sciences,3,2,Travel_Rarely,80,No
340,1,37,Female,Married,Y,Research & Development,Research Scientist,1,2,1,17,3,1,0,2,2,3920,18697,83,1017,14,1,No,3,3,2,1,2,Medical,2,1,Travel_Rarely,80,No
341,1,45,Male,Married,Y,Research & Development,Manufacturing Director,2,4,3,9,3,2,0,2,4,6434,5118,77,1199,17,1,No,3,1,3,4,4,Life Sciences,1,7,Travel_Frequently,80,No
342,1,37,Male,Divorced,Y,Research & Development,Manufacturing Director,3,3,3,17,1,0,0,0,6,10048,22573,61,504,11,2,No,3,1,3,2,3,Medical,5,10,Travel_Frequently,80,Yes
343,1,39,Female,Single,Y,Research & Development,Healthcare Representative,3,3,3,20,19,6,11,8,0,10938,6420,64,505,25,0,No,4,3,3,4,4,Technical Degree,1,2,Travel_Frequently,80,No
346,1,29,Male,Single,Y,Research & Development,Research Scientist,1,3,4,6,6,5,1,5,1,2340,22673,60,665,19,0,No,3,3,3,1,3,Life Sciences,1,15,Travel_Rarely,80,No
347,1,42,Female,Single,Y,Research & Development,Research Scientist,2,4,1,10,3,2,0,2,3,6545,23016,82,916,13,0,Yes,3,4,3,3,2,Life Sciences,1,17,Travel_Rarely,80,No
349,1,29,Male,Divorced,Y,Sales,Sales Executive,2,3,4,10,3,2,0,2,2,6931,10732,45,1247,14,1,No,3,4,3,4,2,Marketing,2,20,Travel_Rarely,80,No
350,1,25,Female,Married,Y,Research & Development,Manufacturing Director,2,3,3,5,4,2,1,2,0,4898,7505,62,685,12,2,No,3,1,3,4,3,Life Sciences,3,1,Travel_Rarely,80,No
351,1,42,Female,Divorced,Y,Research & Development,Laboratory Technician,1,2,1,10,9,6,7,8,0,2593,8007,56,269,11,1,Yes,3,4,3,3,3,Medical,4,2,Travel_Rarely,80,No
352,1,40,Male,Divorced,Y,Research & Development,Research Director,5,3,3,22,21,7,3,9,0,19436,5949,49,1416,19,1,No,3,1,3,4,2,Medical,5,2,Travel_Rarely,80,No
353,1,51,Male,Married,Y,Research & Development,Research Scientist,1,3,4,1,1,0,0,0,1,2723,23231,96,833,11,0,No,3,3,2,2,3,Life Sciences,0,1,Travel_Rarely,80,No
355,1,31,Male,Single,Y,Research & Development,Laboratory Technician,1,2,2,6,5,4,1,4,0,3479,11652,71,307,11,0,No,3,3,4,2,2,Medical,2,29,Travel_Frequently,80,Yes
359,1,32,Male,Married,Y,Research & Development,Laboratory Technician,1,4,2,5,5,1,0,3,1,2794,26062,100,1311,20,0,No,4,2,1,3,3,Life Sciences,3,7,Travel_Frequently,80,No
361,1,38,Male,Married,Y,Sales,Sales Executive,2,2,4,13,8,7,7,5,3,5249,19682,39,1327,18,1,No,3,4,3,4,2,Life Sciences,0,2,Non-Travel,80,No
362,1,32,Male,Single,Y,Research & Development,Laboratory Technician,2,2,1,9,6,2,0,4,4,2176,19737,84,128,13,0,No,3,4,3,4,1,Technical Degree,5,2,Travel_Rarely,80,No
363,1,46,Female,Married,Y,Sales,Manager,4,1,2,28,7,7,7,7,3,16872,14977,75,488,12,1,Yes,3,3,2,2,3,Technical Degree,2,2,Travel_Rarely,80,No
364,1,28,Male,Single,Y,Research & Development,Laboratory Technician,1,3,3,5,0,0,0,0,2,3485,14935,79,529,11,0,No,3,1,1,3,4,Life Sciences,5,2,Travel_Rarely,80,Yes
366,1,29,Male,Married,Y,Sales,Sales Executive,2,2,2,10,0,0,0,0,2,6644,3687,78,1210,19,2,No,3,1,3,2,3,Medical,2,2,Travel_Rarely,80,No
367,1,31,Male,Married,Y,Research & Development,Healthcare Representative,2,2,4,10,9,0,7,8,0,5582,14408,64,1463,21,1,No,4,2,3,2,3,Medical,2,23,Travel_Rarely,80,No
369,1,25,Male,Divorced,Y,Research & Development,Healthcare Representative,2,4,1,6,6,3,1,5,1,4000,18384,85,675,12,2,No,3,2,3,4,2,Life Sciences,2,5,Non-Travel,80,No
372,1,45,Male,Married,Y,Research & Development,Healthcare Representative,4,3,4,21,20,7,4,10,0,13496,7501,79,1385,14,0,Yes,3,3,3,2,2,Medical,2,20,Travel_Rarely,80,No
373,1,36,Male,Married,Y,Research & Development,Laboratory Technician,1,3,4,16,15,13,10,11,0,3210,20251,47,1403,11,1,No,3,4,3,3,3,Life Sciences,4,6,Travel_Rarely,80,No
374,1,55,Male,Single,Y,Research & Development,Manager,5,3,1,37,36,10,4,13,0,19045,18938,81,452,14,0,Yes,3,4,3,3,3,Medical,2,1,Travel_Rarely,80,No
376,1,47,Male,Married,Y,Research & Development,Manager,3,3,2,10,10,7,9,9,1,11849,10268,88,666,12,1,Yes,3,1,2,4,4,Life Sciences,2,29,Non-Travel,80,Yes
377,1,28,Male,Married,Y,Research & Development,Research Scientist,1,3,4,5,5,2,0,4,1,2070,2613,94,1158,23,1,No,4,4,2,4,3,Medical,3,9,Travel_Rarely,80,No
378,1,37,Male,Married,Y,Sales,Sales Executive,2,3,4,7,5,4,0,1,4,6502,22825,98,228,14,1,No,3,3,4,2,4,Medical,5,6,Travel_Rarely,80,No
379,1,21,Male,Single,Y,Research & Development,Research Scientist,1,2,3,3,3,2,1,0,1,3230,10531,100,996,17,0,No,3,4,4,1,2,Medical,4,3,Travel_Rarely,80,No
380,1,37,Female,Divorced,Y,Research & Development,Research Director,3,3,4,15,5,2,0,2,2,13603,11677,80,728,18,2,Yes,3,1,3,1,4,Medical,2,1,Non-Travel,80,No
381,1,35,Female,Divorced,Y,Research & Development,Manager,3,4,2,10,7,7,6,2,7,11996,19100,71,1315,18,1,No,3,2,2,2,3,Life Sciences,6,22,Travel_Rarely,80,No
382,1,38,Female,Divorced,Y,Sales,Sales Executive,2,4,1,8,8,0,7,7,1,5605,19191,44,322,24,1,Yes,4,1,3,3,2,Medical,3,7,Travel_Rarely,80,No
384,1,26,Female,Divorced,Y,Research & Development,Manufacturing Director,2,3,2,6,6,5,1,4,1,6397,26767,84,1479,20,1,No,4,3,1,1,3,Life Sciences,6,1,Travel_Frequently,80,No
385,1,50,Male,Divorced,Y,Research & Development,Research Director,5,3,2,28,10,4,1,6,3,19144,15815,96,797,14,2,No,3,1,2,1,1,Life Sciences,4,4,Travel_Rarely,80,No
386,1,53,Male,Married,Y,Research & Development,Research Director,4,3,3,21,5,3,1,3,3,17584,21016,45,1070,16,3,Yes,3,3,2,4,4,Medical,5,3,Travel_Rarely,80,No
387,1,42,Male,Married,Y,Sales,Sales Executive,2,3,3,20,20,16,11,6,1,4907,24532,99,635,25,0,No,4,2,3,3,1,Life Sciences,3,1,Travel_Rarely,80,No
