EmployeeNumber,Age,Gender,MaritalStatus,BusinessTravel,Education,EducationField,Department,JobRole,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,DistanceFromHome,TrainingTimesLastYear,JobLevel,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition,OverTime
838,34,Female,Single,Travel_Frequently,4,"Life Sciences","Research & Development","Research Scientist",6,5,2,1,3,1,16,3,1,2553,8306,702,100,16,0,3,2,4,3,3,3,No,No
840,49,Female,Married,Travel_Rarely,3,Marketing,Sales,"Sales Executive",9,9,8,7,7,1,11,3,3,7654,5860,1184,43,18,2,3,3,4,3,4,1,Yes,No
842,55,Male,Single,Travel_Rarely,1,Medical,Sales,"Sales Executive",12,9,7,7,3,4,2,3,2,5160,21519,436,37,16,0,3,3,4,3,2,3,Yes,No
843,43,Male,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Research Director",22,4,1,1,0,6,14,3,4,17159,5200,589,94,24,1,4,3,1,2,3,3,No,No
844,27,Male,Divorced,Travel_Rarely,1,"Technical Degree","Research & Development","Research Director",9,9,8,0,8,1,5,3,3,12808,8842,269,42,16,1,3,2,4,3,3,2,No,Yes
845,35,Male,Single,Travel_Rarely,3,Other,"Research & Development","Manufacturing Director",17,8,5,1,6,3,7,3,3,10221,18869,950,59,21,0,4,3,3,3,4,2,No,No
846,28,Female,Married,Travel_Rarely,4,Marketing,Sales,"Sales Executive",8,8,7,7,5,1,2,2,2,4779,3698,760,81,20,0,4,3,2,2,3,1,No,Yes
847,34,Male,Married,Travel_Rarely,2,"Human Resources","Human Resources","Human Resources",4,3,2,0,2,0,3,1,1,3737,2243,829,88,19,1,3,3,4,3,1,3,No,No
848,26,Female,Married,Travel_Frequently,2,Medical,"Research & Development","Research Scientist",8,8,7,1,7,1,5,2,1,2366,20898,887,88,14,1,3,2,3,3,3,1,Yes,Yes
850,27,Male,Married,Non-Travel,3,Medical,"Research & Development","Research Scientist",0,0,0,0,0,1,3,6,1,1706,16571,443,50,11,3,3,3,4,4,2,3,No,No
851,51,Female,Married,Travel_Rarely,4,Marketing,Sales,Manager,29,20,6,4,17,2,26,2,4,16307,5594,1318,66,14,1,3,3,3,1,2,3,No,No
852,44,Male,Single,Travel_Rarely,3,Medical,"Research & Development","Healthcare Representative",10,5,2,2,3,9,4,2,2,5933,5197,625,50,12,0,3,3,2,4,2,4,No,No
854,25,Male,Single,Travel_Rarely,1,Medical,"Research & Development","Research Scientist",6,4,3,0,1,7,2,3,1,3424,21632,180,65,13,0,3,4,1,1,2,3,No,No
855,33,Male,Divorced,Travel_Rarely,3,Medical,Sales,"Sales Executive",9,9,8,0,8,1,1,5,2,4037,21816,586,48,22,1,4,4,1,1,3,1,No,No
856,35,Female,Single,Travel_Rarely,1,Medical,"Research & Development","Research Scientist",6,6,5,1,1,1,27,3,1,2559,17852,1343,53,11,0,3,2,1,3,2,4,No,No
857,36,Male,Married,Travel_Rarely,2,"Life Sciences",Sales,"Sales Executive",18,18,14,4,11,1,1,1,2,6201,2823,928,56,14,1,3,3,4,2,2,4,No,Yes
859,32,Male,Divorced,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",8,5,2,0,3,2,13,3,2,4403,9250,117,73,11,1,3,3,4,2,2,3,No,No
861,30,Male,Divorced,Travel_Frequently,4,"Life Sciences","Research & Development","Research Scientist",10,5,4,0,3,9,5,3,1,3761,2373,1012,75,12,1,3,2,4,2,2,2,No,No
862,53,Female,Married,Travel_Rarely,2,Marketing,Sales,"Sales Executive",35,5,2,0,4,7,7,3,3,10934,20715,661,78,18,1,3,2,4,1,3,4,No,Yes
864,45,Male,Divorced,Travel_Rarely,3,Marketing,Sales,"Sales Executive",18,5,4,0,2,4,9,2,3,10761,19239,930,74,12,1,3,3,1,4,3,3,No,Yes
865,32,Female,Married,Travel_Rarely,2,Medical,"Research & Development","Research Scientist",9,5,3,1,3,5,8,3,2,5175,22162,638,91,12,1,3,4,3,3,2,3,No,No
867,52,Female,Married,Travel_Frequently,4,Medical,"Research & Development","Manufacturing Director",31,9,8,0,0,3,25,3,4,13826,19028,890,81,22,0,4,2,4,3,3,3,No,No
868,37,Male,Divorced,Travel_Rarely,4,Marketing,Sales,"Sales Executive",9,1,0,0,0,4,16,2,2,6334,24558,342,66,19,2,3,2,3,4,3,4,No,No
869,28,Male,Divorced,Travel_Rarely,2,Medical,"Human Resources","Human Resources",6,5,1,0,4,1,8,6,1,4936,23965,1169,63,13,1,3,2,4,2,3,4,No,No
872,22,Male,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Manufacturing Director",4,2,2,2,2,6,1,2,2,4775,19146,1230,33,22,2,4,2,4,4,1,1,No,No
874,44,Male,Married,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",10,3,2,0,2,2,8,2,1,2818,5044,986,62,24,1,4,4,4,1,2,3,No,Yes
875,42,Male,Single,Travel_Frequently,1,Medical,"Research & Development","Research Scientist",8,2,1,2,2,5,2,2,1,2515,9068,1271,35,14,0,3,3,4,2,3,4,No,Yes
878,36,Male,Married,Travel_Rarely,3,"Life Sciences","Human Resources","Human Resources",6,5,4,0,3,0,8,3,1,2342,8635,1278,77,21,0,4,2,1,1,3,3,No,No
879,25,Male,Married,Travel_Rarely,1,Other,Sales,"Sales Executive",5,5,3,0,3,1,3,3,2,4194,14363,141,98,18,0,3,3,1,3,3,4,No,Yes
880,35,Female,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",17,17,14,5,15,1,9,2,3,10685,23457,607,66,20,1,4,2,3,4,3,2,No,Yes
881,35,Female,Divorced,Travel_Frequently,4,"Life Sciences","Research & Development","Research Scientist",10,10,2,7,8,1,25,3,1,2022,16612,130,96,19,1,3,3,2,4,2,1,Yes,Yes
882,32,Male,Divorced,Non-Travel,3,"Life Sciences","Research & Development","Laboratory Technician",4,3,0,0,2,0,1,2,1,2314,9148,300,61,12,1,3,3,4,4,3,2,No,No
885,25,Male,Married,Travel_Rarely,1,Marketing,Sales,"Sales Executive",5,5,2,0,3,1,4,1,2,4256,18154,583,87,12,0,3,2,1,3,4,1,No,No
887,49,Female,Married,Travel_Rarely,3,"Technical Degree","Research & Development","Research Scientist",7,4,2,0,2,2,1,2,1,3580,10554,1418,36,16,1,3,3,1,3,3,2,No,No
888,24,Male,Married,Non-Travel,1,"Life Sciences","Research & Development","Laboratory Technician",6,5,2,3,4,0,4,2,1,3162,10778,1269,46,17,0,3,2,4,1,2,4,No,No
889,32,Male,Married,Travel_Frequently,2,"Life Sciences",Sales,"Sales Executive",10,10,8,5,3,1,5,3,2,6524,8891,379,48,14,1,3,3,2,2,3,4,No,No
893,38,Male,Married,Travel_Rarely,3,Marketing,Sales,"Sales Representative",3,2,2,1,2,0,9,3,1,2899,12102,395,98,19,1,3,2,2,2,3,4,No,No
894,42,Female,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",17,5,3,1,3,2,3,1,2,5231,23726,1265,95,13,1,3,4,4,3,2,2,No,Yes
895,31,Male,Married,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",8,6,4,0,2,3,11,2,1,2356,14871,1222,48,19,1,3,3,4,4,3,2,No,Yes
896,29,Female,Divorced,Travel_Rarely,3,Medical,Sales,"Sales Representative",5,3,2,0,2,6,1,3,1,2800,23522,341,48,19,3,3,2,3,2,3,3,Yes,Yes
897,53,Male,Married,Travel_Rarely,3,Marketing,Sales,"Sales Executive",28,2,0,2,2,5,8,3,4,11836,22789,868,73,14,1,3,3,4,1,3,3,No,No
899,35,Male,Married,Travel_Rarely,3,"Technical Degree","Research & Development","Manufacturing Director",16,13,10,4,8,3,25,2,3,10903,9129,672,78,16,0,3,2,2,4,3,1,No,No
900,37,Female,Married,Travel_Frequently,2,Medical,Sales,"Sales Representative",10,5,4,0,0,5,21,3,1,2973,21222,1231,54,15,1,3,3,4,3,3,2,No,No
901,53,Female,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Research Director",33,12,9,3,8,6,23,0,4,14275,20206,102,72,18,0,3,3,4,4,3,3,No,No
902,43,Female,Married,Travel_Frequently,3,"Life Sciences","Research & Development","Healthcare Representative",12,5,2,2,2,4,1,2,2,5562,21782,422,33,13,1,3,3,4,4,2,2,No,No
903,47,Female,Married,Travel_Rarely,2,Marketing,Sales,"Sales Executive",8,7,6,7,7,0,2,2,2,4537,17783,249,35,22,1,4,3,4,3,3,1,No,Yes
904,37,Male,Single,Non-Travel,2,Medical,Sales,"Sales Executive",10,10,0,0,9,1,19,2,3,7642,4814,1252,32,13,0,3,3,2,1,3,4,No,Yes
905,50,Male,Divorced,Non-Travel,4,"Life Sciences","Research & Development",Manager,31,31,6,14,7,1,2,3,4,17924,4544,881,98,11,1,3,3,1,1,3,4,No,No
909,39,Female,Married,Travel_Rarely,3,"Life Sciences","Human Resources","Human Resources",13,5,4,0,4,8,2,2,2,5204,7790,1383,42,11,2,3,2,4,4,3,3,No,No
910,33,Male,Divorced,Travel_Rarely,2,"Human Resources","Human Resources","Human Resources",7,4,3,0,3,3,3,4,1,2277,22650,1075,57,11,1,3,3,2,4,4,3,No,Yes
911,32,Male,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",1,1,0,0,1,1,25,2,1,2795,18016,374,87,24,0,4,3,4,1,1,3,Yes,Yes
912,29,Female,Divorced,Travel_Rarely,1,Medical,"Research & Development","Laboratory Technician",8,4,3,0,3,6,7,5,1,2532,6054,1086,62,14,3,3,2,4,1,3,3,No,No
913,44,Male,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Research Scientist",8,8,7,7,1,1,9,0,1,2559,7508,661,61,13,0,3,3,1,2,3,4,No,Yes
916,28,Male,Single,Travel_Rarely,4,Medical,Sales,"Sales Executive",4,4,2,0,2,1,5,3,2,4908,24252,821,98,14,0,3,3,4,1,3,2,No,No
918,58,Male,Divorced,Travel_Frequently,1,"Life Sciences","Research & Development","Laboratory Technician",3,1,0,0,0,9,2,3,1,2380,13384,781,57,14,1,3,2,4,4,2,4,Yes,Yes
920,43,Female,Divorced,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",4,1,0,0,0,4,8,2,2,4765,23814,177,55,21,1,4,3,2,1,4,3,No,No
922,20,Female,Single,Travel_Rarely,3,Medical,Sales,"Sales Representative",2,2,2,0,2,1,2,3,1,2044,22052,500,49,13,0,3,2,3,3,2,4,Yes,No
923,21,Female,Single,Travel_Rarely,1,Other,"Research & Development","Research Scientist",1,1,0,0,0,1,18,3,1,2693,8870,1427,65,19,0,3,3,4,4,2,1,Yes,No
924,36,Male,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Healthcare Representative",17,16,8,4,11,0,14,2,2,6586,4821,1425,68,17,1,3,3,4,3,2,1,No,Yes
925,47,Female,Single,Travel_Rarely,4,"Life Sciences",Sales,"Sales Representative",3,3,2,1,2,1,2,3,1,3294,13137,1454,65,18,0,3,2,4,4,2,1,No,Yes
926,22,Female,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Manufacturing Director",4,3,2,0,2,0,3,3,2,4171,10022,617,34,19,1,3,3,3,2,4,1,Yes,Yes
927,41,Female,Divorced,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",10,7,7,1,0,4,2,1,1,2778,17725,1085,57,13,1,3,1,4,2,2,3,Yes,Yes
930,28,Female,Divorced,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",6,2,2,2,2,5,9,2,1,2377,9834,995,77,18,1,3,3,3,3,3,2,No,No
932,39,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Laboratory Technician",8,2,2,2,2,7,6,2,1,2404,4303,1122,70,21,0,4,3,1,4,1,4,Yes,Yes
933,27,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",1,1,1,0,0,1,4,2,1,2318,17808,618,76,19,0,3,3,3,2,3,3,No,No
934,34,Male,Divorced,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",1,1,0,1,0,1,10,3,1,2008,6896,546,83,14,2,3,3,2,2,3,2,No,No
936,42,Female,Single,Travel_Rarely,2,Medical,Sales,"Sales Executive",10,5,4,0,3,7,14,6,2,6244,7824,462,68,17,0,3,2,3,3,3,1,No,No
939,33,Male,Single,Travel_Rarely,4,Other,"Research & Development","Research Scientist",6,3,2,0,2,3,1,1,1,2799,3339,1198,100,11,0,3,2,1,3,3,2,No,Yes
940,58,Female,Divorced,Travel_Rarely,3,"Technical Degree","Research & Development","Healthcare Representative",24,6,0,0,4,2,5,3,3,10552,9255,1272,37,13,1,3,2,2,3,3,4,No,Yes
941,31,Male,Married,Travel_Rarely,4,"Life Sciences",Sales,"Sales Representative",13,7,7,5,2,3,7,2,1,2329,11737,154,41,15,0,3,2,3,2,4,2,No,No
942,35,Female,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Healthcare Representative",10,10,6,0,7,1,21,2,2,4014,19170,1137,51,25,1,4,3,4,4,1,4,No,Yes
944,49,Female,Married,Travel_Rarely,2,Other,"Research & Development","Laboratory Technician",29,26,9,1,7,4,8,3,3,7403,22477,527,51,11,1,3,3,2,1,2,3,No,No
945,48,Male,Married,Travel_Rarely,4,Medical,"Research & Development","Research Scientist",13,0,0,0,0,4,20,2,1,2259,5543,1469,51,17,2,3,3,3,4,2,1,No,No
947,31,Female,Married,Non-Travel,2,Marketing,Sales,"Sales Executive",9,9,8,0,0,1,20,2,2,6932,24406,1188,45,13,1,3,3,3,4,2,4,No,No
949,36,Male,Single,Travel_Rarely,4,Other,"Research & Development","Research Scientist",8,6,2,0,1,2,7,6,1,4678,23293,188,65,18,0,3,3,4,2,3,3,No,No
950,38,Female,Married,Travel_Rarely,3,"Technical Degree","Research & Development","Research Director",15,15,12,5,11,1,1,3,3,13582,16292,1333,80,13,1,3,3,1,4,3,2,No,No
951,32,Female,Married,Non-Travel,3,"Life Sciences","Research & Development","Laboratory Technician",5,3,0,0,2,6,1,3,1,2332,3974,1184,70,20,0,4,2,2,3,3,3,No,No
952,25,Male,Married,Travel_Rarely,2,Marketing,Sales,"Sales Representative",1,1,0,0,0,1,19,2,1,2413,18798,867,36,18,3,3,2,2,3,3,3,Yes,Yes
954,40,Male,Divorced,Travel_Rarely,4,Marketing,Sales,"Sales Executive",11,1,0,0,0,2,10,2,3,9705,20652,658,67,12,1,3,2,2,1,2,2,No,No
956,26,Male,Single,Travel_Frequently,3,Medical,Sales,"Sales Executive",7,7,7,0,7,1,1,2,2,4294,11148,1283,52,12,0,3,2,1,3,3,2,No,No
957,41,Male,Single,Travel_Rarely,3,Medical,"Research & Development","Laboratory Technician",20,18,13,2,17,2,6,3,1,4721,3119,263,59,13,0,3,3,1,4,3,3,No,Yes
958,36,Male,Single,Travel_Rarely,4,Medical,"Research & Development","Laboratory Technician",16,11,8,3,9,4,2,6,1,2519,12287,938,79,21,0,4,3,3,3,3,3,No,No
959,19,Male,Single,Travel_Rarely,3,Other,Sales,"Sales Representative",1,1,0,0,0,1,21,3,1,2121,9947,419,37,13,0,3,2,2,4,4,2,Yes,Yes
960,20,Male,Single,Travel_Rarely,3,"Technical Degree","Research & Development","Laboratory Technician",1,1,0,0,0,1,4,2,1,2973,13008,129,84,19,0,3,3,1,1,3,2,Yes,No
961,31,Female,Married,Travel_Rarely,3,Medical,"Research & Development","Healthcare Representative",10,9,7,8,5,0,12,2,2,5855,17369,616,41,11,2,3,3,4,4,1,3,No,Yes
964,40,Male,Divorced,Travel_Frequently,4,Medical,"Research & Development","Research Scientist",3,1,1,0,0,8,9,2,1,3617,25063,1469,35,14,1,3,3,2,4,3,4,No,Yes
966,32,Female,Married,Travel_Rarely,4,Medical,"Research & Development","Manufacturing Director",8,8,7,6,3,1,3,2,2,6725,13554,498,93,12,1,3,3,1,3,4,3,No,No
967,36,Male,Married,Travel_Rarely,1,"Life Sciences",Sales,"Sales Executive",16,16,7,3,7,1,3,6,3,10325,5518,530,51,11,1,3,2,4,3,3,1,Yes,Yes
969,33,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Healthcare Representative",6,5,0,1,4,0,1,3,2,6949,12291,1069,42,14,0,3,2,4,2,3,1,No,No
970,37,Male,Married,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",17,14,1,11,7,5,1,2,3,10609,14922,625,46,11,0,3,2,3,1,1,3,Yes,No
972,45,Male,Married,Non-Travel,2,"Life Sciences","Research & Development","Laboratory Technician",9,9,7,0,8,1,4,5,2,4447,23163,805,57,12,0,3,3,2,3,2,2,No,No
974,29,Female,Married,Travel_Frequently,3,"Technical Degree",Sales,"Sales Representative",3,3,1,0,2,1,20,5,1,2157,18203,1404,84,15,1,3,3,4,3,3,2,No,No
975,35,Female,Married,Travel_Rarely,3,Medical,Sales,"Sales Executive",5,5,2,1,0,1,18,3,2,4601,6179,1219,86,16,0,3,3,3,3,3,2,No,No
976,52,Male,Married,Travel_Rarely,2,"Life Sciences","Research & Development",Manager,26,9,8,7,8,2,1,2,4,17099,13829,1053,70,15,1,3,3,4,4,2,2,No,No
977,58,Male,Single,Travel_Rarely,3,"Technical Degree","Research & Development","Research Scientist",7,1,0,0,0,4,2,4,1,2479,26227,289,51,24,0,4,3,3,4,3,1,Yes,No
981,53,Male,Divorced,Travel_Rarely,2,Medical,Sales,Manager,22,17,13,15,2,6,2,3,4,14852,13938,1376,45,13,1,3,3,3,3,4,3,No,No
982,30,Male,Divorced,Travel_Rarely,2,Other,Sales,"Sales Executive",10,8,4,7,7,5,8,2,3,7264,9977,231,62,11,1,3,3,3,3,4,1,No,No
983,38,Female,Single,Non-Travel,3,"Technical Degree",Sales,"Sales Executive",6,5,3,1,3,1,10,1,2,5666,19899,152,85,13,0,3,3,4,3,3,2,No,Yes
984,35,Male,Divorced,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",12,10,9,0,8,6,3,2,3,7823,6812,882,92,13,1,3,3,4,4,3,2,No,No
985,39,Male,Single,Travel_Rarely,5,"Life Sciences",Sales,"Sales Executive",9,8,7,0,7,0,2,3,3,7880,2560,903,41,18,0,3,4,3,1,3,4,No,No
986,40,Female,Single,Non-Travel,3,"Life Sciences",Sales,"Sales Executive",22,1,0,0,0,4,24,2,4,13194,17071,1479,100,16,0,3,4,2,2,2,4,Yes,Yes
987,47,Male,Divorced,Travel_Frequently,4,Medical,"Research & Development","Manufacturing Director",20,19,10,2,7,1,16,3,2,5067,6759,1379,64,19,0,3,4,3,3,4,3,No,Yes
990,36,Male,Divorced,Non-Travel,4,"Technical Degree",Sales,"Sales Executive",12,7,7,0,7,4,8,3,2,5079,25952,1229,84,13,2,3,3,4,1,3,4,No,No
991,31,Male,Single,Non-Travel,2,Medical,"Research & Development","Research Scientist",4,3,2,1,2,0,9,0,1,2321,10322,335,46,22,0,4,2,1,3,3,1,Yes,Yes
992,33,Male,Single,Non-Travel,3,"Life Sciences",Sales,Manager,10,10,8,6,0,1,17,2,4,17444,20489,722,38,11,0,3,3,3,4,3,4,No,No
994,29,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",3,0,0,0,0,6,10,5,1,2404,11479,906,92,20,0,4,2,1,4,3,3,Yes,Yes
995,33,Female,Single,Travel_Rarely,1,"Life Sciences","Research & Development","Research Scientist",5,3,2,0,2,3,13,4,1,3452,17241,461,53,18,0,3,3,4,2,3,1,No,No
996,45,Female,Divorced,Travel_Rarely,4,Medical,"Research & Development","Laboratory Technician",8,5,3,0,2,3,1,2,1,2270,11005,974,91,14,2,3,3,4,4,3,4,No,No
997,50,Male,Divorced,Travel_Rarely,2,Medical,"Research & Development","Research Director",32,5,4,1,3,9,1,1,4,17399,6615,1126,66,22,1,4,3,4,4,2,3,No,No
998,33,Female,Married,Travel_Frequently,4,Other,"Research & Development","Healthcare Representative",6,6,5,1,2,1,1,2,2,5488,20161,827,84,13,1,3,4,2,3,3,1,No,Yes
999,41,Male,Divorced,Travel_Frequently,3,Medical,"Research & Development","Research Director",21,18,16,0,11,2,9,2,5,19419,3735,840,64,17,1,3,3,3,1,4,2,No,No
1001,27,Female,Married,Travel_Rarely,4,"Technical Degree","Research & Development","Laboratory Technician",4,2,2,2,2,9,16,2,1,2811,12086,1134,37,14,1,3,3,2,3,3,2,No,No
1002,45,Male,Married,Non-Travel,2,"Life Sciences","Research & Development","Laboratory Technician",9,9,8,0,8,1,23,2,2,3633,14039,248,42,15,1,3,3,1,4,3,3,No,Yes
1003,47,Female,Single,Travel_Rarely,2,"Life Sciences",Sales,"Sales Executive",9,9,0,0,7,1,4,0,2,4163,8571,955,83,17,0,3,3,4,4,3,3,No,Yes
1004,30,Female,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",7,5,2,0,1,4,22,2,1,2132,11539,138,48,11,0,3,3,3,1,3,2,Yes,Yes
1005,50,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",22,12,11,1,5,3,24,2,4,13973,4161,939,95,18,1,3,3,3,4,3,4,No,Yes
1006,38,Male,Married,Travel_Frequently,1,Medical,"Research & Development","Research Scientist",3,2,1,0,2,0,10,0,1,2684,12127,1391,66,17,1,3,3,3,3,2,2,No,No
1007,46,Male,Divorced,Travel_Rarely,2,Medical,"Research & Development","Manufacturing Director",13,8,7,0,7,6,7,3,3,10845,24208,566,75,13,1,3,3,3,4,3,2,No,No
1009,24,Female,Divorced,Travel_Rarely,1,Medical,"Research & Development","Manufacturing Director",5,4,2,3,2,1,17,6,2,4377,24117,1206,41,15,2,3,2,3,4,3,2,No,No
1010,35,Male,Divorced,Travel_Rarely,4,Other,"Research & Development","Laboratory Technician",5,4,2,0,2,1,14,2,1,3743,10074,622,39,24,1,4,2,2,3,1,4,Yes,Yes
1011,31,Female,Married,Travel_Frequently,1,"Life Sciences","Research & Development","Manufacturing Director",4,4,3,0,3,1,1,1,2,4148,11275,853,96,12,1,3,3,1,3,3,3,No,No
1012,18,Male,Single,Non-Travel,2,"Life Sciences","Research & Development","Research Scientist",0,0,0,0,0,1,5,2,1,1051,13493,287,73,15,0,3,3,4,2,3,4,No,No
1013,54,Female,Married,Travel_Rarely,3,"Technical Degree","Research & Development","Manufacturing Director",22,10,7,0,8,8,17,2,3,10739,13943,1441,56,11,1,3,3,3,3,3,3,No,No
1014,35,Female,Divorced,Travel_Rarely,4,Medical,"Research & Development","Healthcare Representative",16,16,10,10,1,1,25,3,3,10388,6975,583,57,11,1,3,3,3,3,2,3,No,Yes
1015,30,Female,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Research Director",9,8,7,1,7,0,8,4,3,11416,17802,153,73,12,3,3,4,1,2,2,3,No,Yes
1016,20,Female,Single,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",1,1,0,0,0,1,11,2,1,2600,18275,1097,98,15,0,3,2,1,4,3,1,Yes,Yes
1017,30,Female,Single,Travel_Frequently,3,Medical,"Research & Development","Laboratory Technician",4,3,2,1,2,0,5,3,1,2422,25725,109,60,17,0,3,3,2,2,3,1,Yes,No
1018,26,Male,Married,Travel_Rarely,2,Medical,"Research & Development","Manufacturing Director",8,8,7,1,3,1,2,2,2,5472,3334,1066,32,12,0,3,4,4,4,3,2,No,No
1019,22,Male,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Laboratory Technician",4,4,3,1,1,1,8,3,1,2451,6881,217,94,15,1,3,1,1,2,2,1,No,No
1022,48,Male,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Healthcare Representative",19,2,2,2,2,2,6,0,2,4240,13119,277,97,13,0,3,2,3,1,3,4,No,No
1024,48,Male,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Healthcare Representative",27,15,11,4,8,7,4,3,3,10999,22245,1355,78,14,0,3,2,3,3,3,2,No,No
1025,41,Female,Single,Travel_Rarely,2,Medical,"Research & Development","Manufacturing Director",8,2,2,2,1,6,7,6,2,5003,23371,549,42,14,0,3,3,3,4,3,2,No,No
1026,39,Female,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Manufacturing Director",21,21,6,11,8,1,1,3,4,12742,7060,466,65,16,1,3,2,4,4,3,3,No,No
1027,27,Female,Married,Travel_Rarely,4,"Life Sciences","Research & Development","Manufacturing Director",4,3,2,2,2,0,2,2,2,4227,4658,1055,47,18,1,3,3,4,1,3,2,No,No
1028,35,Male,Divorced,Travel_Rarely,3,Other,"Research & Development","Laboratory Technician",3,3,2,1,2,1,10,4,1,3917,9541,802,45,20,1,4,3,4,2,2,1,No,No
1029,42,Male,Married,Travel_Rarely,2,Marketing,Sales,Manager,21,1,0,0,0,6,5,3,5,18303,7770,265,90,13,0,3,3,3,4,4,2,No,No
1030,50,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",8,1,0,0,0,4,9,5,1,2380,20165,804,64,18,0,3,3,4,1,3,2,No,No
1032,59,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",30,5,3,4,3,3,2,4,4,13726,21829,715,69,13,0,3,2,4,3,3,1,No,Yes
1033,37,Female,Married,Travel_Rarely,2,Medical,"Research & Development","Healthcare Representative",15,1,0,0,0,5,11,2,2,4777,14382,1141,61,15,0,3,1,2,1,1,1,Yes,No
1034,55,Male,Married,Travel_Frequently,4,Medical,"Research & Development","Healthcare Representative",17,8,7,6,7,3,18,3,2,6385,12992,135,62,14,2,3,3,2,3,3,4,No,Yes
1035,41,Female,Divorced,Non-Travel,1,"Life Sciences","Research & Development","Research Director",21,21,16,5,10,1,7,3,5,19973,20284,247,55,22,2,4,1,3,2,3,2,No,No
1036,38,Male,Single,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",19,1,0,0,0,8,3,1,2,6861,4981,1035,42,12,0,3,3,4,2,3,3,No,Yes
1037,26,Male,Single,Non-Travel,2,Medical,Sales,"Sales Executive",7,2,2,2,2,8,29,6,2,4969,21813,265,79,18,0,3,1,1,2,3,4,Yes,No
1038,52,Female,Married,Travel_Rarely,1,Marketing,Sales,Manager,33,32,14,6,9,1,2,3,5,19845,25846,266,57,15,1,3,1,4,1,3,4,Yes,No
1039,44,Female,Married,Travel_Rarely,3,Medical,Sales,"Sales Executive",23,12,11,11,11,3,28,2,4,13320,11737,1448,53,18,1,3,4,4,4,3,3,No,Yes
1040,50,Female,Married,Non-Travel,3,"Life Sciences",Sales,"Sales Executive",19,18,7,0,13,0,1,3,2,6347,24920,145,95,12,1,3,3,3,4,3,1,No,No
1042,36,Female,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",18,17,13,15,14,1,16,1,1,2743,8269,885,43,16,0,3,4,1,3,3,3,Yes,No
1043,39,Female,Single,Travel_Frequently,3,Medical,"Research & Development","Manufacturing Director",21,21,6,2,8,1,22,2,3,10880,5083,945,82,13,0,3,3,1,4,3,3,No,Yes
1044,33,Female,Single,Non-Travel,1,"Life Sciences",Sales,"Sales Representative",3,2,2,2,2,0,8,2,1,2342,21437,1038,88,19,0,3,2,4,2,2,4,No,No
1045,45,Female,Married,Travel_Rarely,2,"Life Sciences",Sales,Manager,26,9,3,1,1,3,11,4,4,17650,5404,1234,90,13,1,3,3,4,4,4,2,No,No
1046,32,Female,Single,Non-Travel,4,Medical,"Research & Development","Laboratory Technician",10,8,7,7,7,9,29,2,1,4025,11135,1109,69,12,0,3,3,3,4,3,2,No,No
1047,34,Male,Divorced,Travel_Rarely,4,Marketing,Sales,"Sales Executive",16,15,1,0,9,0,1,2,2,9725,12278,216,75,11,1,3,4,4,2,2,4,No,No
